,test,serial_number,evaluation,sample_value,test_result,made_by,equipment,sample_plan,plan_result,plan_date,plan_hour,lat_ticket,lsl,usl
1183,Nivel de Retraccion @1600mm,qasn2310100042,"Entre (0.9N, 2.3N)",1.92,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: R,Paso,2023-04-11,2023-04-11 12:45:00,QT23101003Z,0.9,2.3
1184,Nivel de Extraccion @1600mm,qasn2310100042,Menor Que (9.25N),7.8,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: R,Paso,2023-04-11,2023-04-11 12:45:00,QT23101003Z,,9.25
1185,Punto de Destruccion,qasn2310100042,Mayor Que (13300N),17017.0,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 13:03:00,QT23101003Z,13300.0,
1209,CC-Punto de Destruccion @ 75%,qasn231010000g,Mayor Que (8900N),18941.6,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 08:54:00,QT23101000G,8900.0,
1236,CC-Punto de Destruccion @ 75%,qasn2310100043,Mayor Que (8900N),17395.2,Paso,546792,07599,Especificacion: ES-F7LB-63611B08-AA Prueba: Destruccion Variante: C,Pendiente,2023-04-11,2023-04-11 13:34:00,QT231010040,8900.0,
1244,Angulo de Atore a 90°,qasn231010001c,"Entre (15°, 45°)",19.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,15.0,45.0
1245,Angulo de Atore a 180°,qasn231010001c,"Entre (15°, 45°)",21.0,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,15.0,45.0
1246,Angulo de Atore a 270°,qasn231010001c,"Entre (15°, 45°)",22.0,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,15.0,45.0
1247,Angulo de Atore a 0°,qasn231010001c,"Entre (15°, 45°)",19.8,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,15.0,45.0
1248,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010001c,Menor Que (25mm),22.98,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,,25.0
1249,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010001c,Menor Que (25mm),21.12,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,,25.0
1250,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010001c,Menor Que (25mm),22.93,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,,25.0
1251,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010001c,Menor Que (25mm),22.9,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,,25.0
1252,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010001c,"Entre (2G, 5.5G)",3.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,2.0,5.5
1253,"Sensitividad Web, Aceleracion Entre 2.0 ~ 5.5 G's con ""Atore""",qasn231010001c,Menor Que (50mm),39.89,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:54:00,QT23101001A,,50.0
1255,Nivel de Retraccion @800mm,qasn231010001c,"Entre (2.1N, 4.4N)",3.2,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 12:19:00,QT23101001A,2.1,4.4
1256,Nivel de Extraccion @800mm,qasn231010001c,Menor Que (14.0N),10.09,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 12:19:00,QT23101001A,,14.0
1257,Nivel de Retraccion @1600mm,qasn231010001c,"Entre (1.7N, 3.5N)",2.5,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 12:19:00,QT23101001A,1.7,3.5
1258,Nivel de Extraccion @1600mm,qasn231010001c,Menor Que (10.25N),8.37,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 12:19:00,QT23101001A,,10.25
1259,Punto de Destruccion,qasn231010001c,Mayor Que (13300N),20906.8,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 11:56:00,QT23101001A,13300.0,
1265,Nivel de Retraccion @800mm,qasn2310100045,"Entre (1.25N, 3.2N)",2.6,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: S,Paso,2023-04-11,2023-04-11 13:05:00,QT231010041,1.25,3.2
1266,Nivel de Extraccion @800mm,qasn2310100045,Menor Que (13.0N),10.14,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: S,Paso,2023-04-11,2023-04-11 13:05:00,QT231010041,,13.0
1267,Nivel de Retraccion @1600mm,qasn2310100045,"Entre (0.8N, 2.6N)",2.11,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: S,Paso,2023-04-11,2023-04-11 13:05:00,QT231010041,0.8,2.6
1268,Nivel de Extraccion @1600mm,qasn2310100045,Menor Que (9.25N),8.01,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: S,Paso,2023-04-11,2023-04-11 13:05:00,QT231010041,,9.25
1269,Punto de Destruccion,qasn2310100045,Mayor Que (13300N),18802.5,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Pendiente,2023-04-11,2023-04-11 13:37:00,QT231010041,13300.0,
1275,QA_Sub_Separacion de Cubierta de Sensor 350(N)MIN. TS34155910,,Mayor Que (350N),635.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:40:00,QT23101000B,350.0,
1277,QA_Sub_Separacion de Tapa de Resorte 350(N)MIN. TS34155910,,Mayor Que (350N),646.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:40:00,QT23101000B,350.0,
1279,QA_Sub_Jalado de Barra Superior 450(N)MIN. TS34005233,,Mayor Que (450N),2384.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:40:00,QT23101000B,450.0,
1281,QA_Sub_Jalado de Barra Inferior 450(N)MIN. TS34005233,,Mayor Que (450N),2722.0,Paso,768660,08383,Especificacion: Per Print Subassemblies Prueba: QA_Sub_Pruebas de Push Out & Pull Off Variante: I,Paso,2023-04-11,2023-04-11 10:40:00,QT23101000B,450.0,
1282,Sec.6.3.2.2 MOTL-366 Angulo de Atore a 90°  l¯¯¯l TLD,qasn2310100010,"Entre (15°, 27°)",23.1,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,15.0,27.0
1283,Sec.6.3.2.2 MOTL-366 Angulo de Atore a 180°  l¯¯¯l TLD,qasn2310100010,"Entre (15°, 27°)",21.7,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,15.0,27.0
1284,Sec.6.3.2.2 MOTL-366 Angulo de Atore a 270°  l¯¯¯l TLD,qasn2310100010,"Entre (15°, 27°)",20.9,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,15.0,27.0
1285,Sec.6.3.2.2 MOTL-366 Angulo de Atore a 0°  l¯¯¯l TLD,qasn2310100010,"Entre (15°, 27°)",23.1,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,15.0,27.0
1294,"Sec.6.3.2.1.1 MOTL-357 Aceleracion a 0.45 G's a 0° con ""Atore"" ",qasn2310100010,Menor Que (50mm),16.33,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1296,"Sec.6.3.2.1.1 MOTL-357 Aceleracion a 0.45 G's a 90° con ""Atore""",qasn2310100010,Menor Que (50mm),18.24,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1298,"Sec.6.3.2.1.1 MOTL-357 Aceleracion a 0.45 G's a 180° con ""Atore""",qasn2310100010,Menor Que (50mm),26.04,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1300,"Sec.6.3.2.1.1 MOTL-357 Aceleracion a 0.45 G's a 270° con ""Atore""",qasn2310100010,Menor Que (50mm),18.27,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1310,"Sec.6.3.2.1.2 MOTL-358 Aceleracion a 0.70 G's a 0° con ""Atore""  l¯¯¯l TLD",qasn2310100010,Menor Que (25mm),23.28,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,25.0
1312,"Sec.6.3.2.1.2 MOTL-358 Aceleracion a 0.70 G's a 90° con ""Atore""  l¯¯¯l TLD",qasn2310100010,Menor Que (25mm),18.49,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,25.0
1314,"Sec.6.3.2.1.2 MOTL-358 Aceleracion a 0.70 G's a 180° con ""Atore""  l¯¯¯l TLD",qasn2310100010,Menor Que (25mm),20.64,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,25.0
1316,"Sec.6.3.2.1.2 MOTL-358 Aceleracion a 0.70 G's a 270° con ""Atore""  l¯¯¯l TLD",qasn2310100010,Menor Que (25mm),19.05,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,25.0
1318,"Sec.6.3.2.3 MOTL-356 Web Sens.Acel.a 1.5G's ""No Atore"" ",qasn2310100010,Leer Valor,1.5,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,
1322,"Sec.6.3.2.3 MOTL-356 Web Sens.Acel.a 2.0G's ""Atore""  ",qasn2310100010,Menor Que (50mm),8.2,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1323,"Sec.6.3.2.3 MOTL-356 Web Sens.Acel.a 2.0G's ""Atore""  ",qasn2310100010,Menor Que (50mm),7.12,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1324,"Sec.6.3.2.3 MOTL-356 Web Sens.Acel.a 2.0G's ""Atore""  ",qasn2310100010,Menor Que (50mm),25.36,Paso,657647,05849,Especificacion: TL-471 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 08:25:00,QT23101000Y,,50.0
1325,Sec.6.1.1 MOTL-350 Retraccion @75%  l¯¯¯l TLD,qasn2310100010,"Entre (2.0N, 6.0N)",2.68,Paso,549227,03799,Especificacion: TL-471 Prueba: Extraccion Variante: D,Paso,2023-04-11,2023-04-11 09:01:00,QT23101000Y,2.0,6.0
1326,Sec.6.15.3 MOTL-347 Destruccion Retractor   l¯¯¯l TLD,qasn2310100010,Mayor Que (15000N),19462.6,Paso,546792,07599,Especificacion: TL-471 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 11:24:00,QT23101000Y,15000.0,
1327,Destruccion a (%),,Captura Manual,100.0,Paso,546792,#07599,Especificacion: TL-471 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 11:24:00,QT23101000Y,,
1329,Interna MOTL-283 Destruccion Costura Ancla (12230N Min.) Per: 33047888 Rev. A10,,Mayor Que (12230N),18308.0,Paso,546792,#07599,Especificacion: TL-471 Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 11:24:00,QT23101000Y,12230.0,
1331,Codigo de Destruccion de la Costura Ref. TS34152096,,Captura Manual,1.0,Paso,546792,#07599,Especificacion: TL-471 Prueba: Costura Variante: B,Paso,2023-04-11,2023-04-11 11:24:00,QT23101000Y,,
1332,Angulo de Atore a 90°,qasn231010003x,"Entre (15°, 45°)",23.7,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,15.0,45.0
1333,Angulo de Atore a 180°,qasn231010003x,"Entre (15°, 45°)",21.2,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,15.0,45.0
1334,Angulo de Atore a 270°,qasn231010003x,"Entre (15°, 45°)",21.8,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,15.0,45.0
1335,Angulo de Atore a 0°,qasn231010003x,"Entre (15°, 45°)",21.7,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,15.0,45.0
1336,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010003x,Menor Que (25mm),18.34,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,,25.0
1337,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010003x,Menor Que (25mm),17.95,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,,25.0
1338,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010003x,Menor Que (25mm),23.04,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,,25.0
1339,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010003x,Menor Que (25mm),19.82,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,,25.0
1340,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010003x,"Entre (2G, 5.5G)",3.1,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,2.0,5.5
1341,"Sensitividad Web, Aceleracion Entre 2.0 ~ 5.5 G's con ""Atore""",qasn231010003x,Menor Que (50mm),40.27,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 13:13:00,QT23101003U,,50.0
1343,Nivel de Retraccion @800mm,qasn231010003x,"Entre (2.1N, 4.4N)",3.26,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 14:11:00,QT23101003U,2.1,4.4
1344,Nivel de Extraccion @800mm,qasn231010003x,Menor Que (14.0N),9.83,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 14:11:00,QT23101003U,,14.0
1345,Nivel de Retraccion @1600mm,qasn231010003x,"Entre (1.7N, 3.5N)",2.55,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 14:11:00,QT23101003U,1.7,3.5
1346,Nivel de Extraccion @1600mm,qasn231010003x,Menor Que (10.25N),7.92,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: X,Paso,2023-04-11,2023-04-11 14:11:00,QT23101003U,,10.25
1353,Angulo de Atore a 90°,qasn231010001b,"Entre (15°, 45°)",20.8,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,15.0,45.0
1354,Angulo de Atore a 180°,qasn231010001b,"Entre (15°, 45°)",20.6,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,15.0,45.0
1355,Angulo de Atore a 270°,qasn231010001b,"Entre (15°, 45°)",21.7,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,15.0,45.0
1356,Angulo de Atore a 0°,qasn231010001b,"Entre (15°, 45°)",21.1,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,15.0,45.0
1357,"Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010001b,Menor Que (25mm),21.64,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,,25.0
1358,"Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010001b,Menor Que (25mm),21.93,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,,25.0
1359,"Aceleracion a 0.68 G's, Angulo a 180° con ""Atore""",qasn231010001b,Menor Que (25mm),24.17,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,,25.0
1360,"Aceleracion a 0.68 G's, Angulo a 270° con ""Atore""",qasn231010001b,Menor Que (25mm),24.45,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,,25.0
1361,"Sensitividad Web, Aceleracion con ""Atore""",qasn231010001b,"Entre (2G, 5.5G)",3.1,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,2.0,5.5
1362,"Sensitividad Web, Aceleracion Entre 2.0 ~ 5.5 G's con ""Atore""",qasn231010001b,Menor Que (50mm),46.76,Paso,657647,05849,Especificacion: GMW14831 Prueba: Aceleracion Variante: K,Paso,2023-04-11,2023-04-11 10:53:00,QT231010019,,50.0
1364,Nivel de Retraccion @800mm,qasn231010001b,"Entre (2.0N, 5.0N)",3.31,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010019,2.0,5.0
1365,Nivel de Extraccion @800mm,qasn231010001b,Menor Que (13.0N),10.17,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010019,,13.0
1366,Nivel de Retraccion @1600mm,qasn231010001b,"Entre (1.5N, 3.5N)",2.66,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010019,1.5,3.5
1367,Nivel de Extraccion @1600mm,qasn231010001b,Menor Que (9.8N),8.03,Paso,549227,03799,Especificacion: GMW14831 Prueba: Extraccion Variante: P,Paso,2023-04-11,2023-04-11 11:56:00,QT231010019,,9.8
1368,Punto de Destruccion,qasn231010001b,Mayor Que (13300N),21108.2,Paso,546792,07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:05:00,QT231010019,13300.0,
1369,Destruccion a (%),,Captura Manual,100.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Destruccion Variante: A,Paso,2023-04-11,2023-04-11 12:05:00,QT231010019,,
1371,Destruccion de Costura (13300N min.),,Mayor Que (13300N),24299.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:05:00,QT231010019,13300.0,
1372,Codigo de Destruccion de la Costura Ref. TS34152096,,Captura Manual,1.0,Paso,546792,#07599,Especificacion: GMW14831 Prueba: Costura Variante: A,Paso,2023-04-11,2023-04-11 12:05:00,QT231010019,,
1373,Prueba de Detonacion/Desplazamiento(50mm Min.),,Mayor Que (50mm),83.6,Paso,546792,04937,Especificacion: GMW14831 Prueba: Desplazamiento Variante: A,Paso,2023-04-11,2023-04-11 12:05:00,QT231010019,50.0,
1374,"Prueba de Destruccion Ancla Piro(14,700N Min)",,Mayor Que (14700N),19129.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,14700.0,
1375,Codigo de Destruccion Ref. TS34142032,,Captura Manual,2.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: A,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,,
1377,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (18000N),26309.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,18000.0,
1379,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,,
1380,"Jalado de Manifold /Tubo(5,000 N Min - 8,000 N Max.) POR PLANO",,"Entre (5000N, 8000N)",7616.0,Paso,545496,08028,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,5000.0,8000.0
1382,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,545496,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,,
1383,Jalado de Damper (400N Min - 900N Max) POR PLANO,,"Entre (400N, 900N)",637.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,400.0,900.0
1384,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),2991.0,Paso,545496,08025,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: G,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,300.0,
1386,Prueba de Detonacion/ Despl. (AK Set-Up) 70mm Min.,,Mayor Que (70mm),94.49,Paso,545496,07157761,Especificacion: GMW14831 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: C,Paso,2023-04-11,2023-04-11 12:39:00,QT231010035,70.0,
1388,"Prueba de Destruccion Ancla Piro(14,700N Min)",,Mayor Que (14700N),21748.0,Paso,547503,04657,Especificacion: GMW14831 Prueba: Destruccion Hebillas Pirotecnicas Variante: C,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,14700.0,
1391,"Resistencia de Sleeve/Conector (18,000N Min) POR PLANO",,Mayor Que (22000N),29657.0,Paso,547503,04657,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,22000.0,
1393,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,547503,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,,
1394,"Jalado de Manifold /Tubo(5,000 N Min) POR PLANO",,Mayor Que (5000N),6886.0,Paso,547503,04657,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,5000.0,
1395,Codigo Ref. TS34142032,,Captura Manual,1.0,Paso,547503,N/A,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,,
1396,Jalado de Damper (200N Min - 1000N Max) POR PLANO,,"Entre (200N, 1000N)",525.0,Paso,547503,06656,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,200.0,1000.0
1397,Empuje de Guia (Perno (300N Min)) POR PLANO,,Mayor Que (300N),3381.0,Paso,547503,06656,Especificacion: GMW14831 Prueba: Destruccion Sub-Ensamble Hebillas Piro Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,300.0,
1399,Prueba de Detonacion/ Despl. (AK Set-Up) 70mm Min. (Manual) Ref. Templete 25,,Mayor Que (70mm),86.2,Paso,547503,04937,Especificacion: GMW14831 Prueba: Desplazamiento Hebillas Piro (AK Set-Up) Variante: H,Paso,2023-04-11,2023-04-11 13:03:00,QT23101001U,70.0,
1400,CC-Angulo de Atore a 90°,qasn231010002g,"Entre (15°, 30°)",24.1,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,15.0,30.0
1401,CC-Angulo de Atore a 180°,qasn231010002g,"Entre (15°, 30°)",21.3,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,15.0,30.0
1402,CC-Angulo de Atore a 270°,qasn231010002g,"Entre (15°, 30°)",21.2,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,15.0,30.0
1403,CC-Angulo de Atore a 0°,qasn231010002g,"Entre (15°, 30°)",21.5,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,15.0,30.0
1404,"CC-Aceleracion a 0.68 G's, Angulo a 0° con ""Atore""",qasn231010002g,Menor Que (25mm),24.83,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,25.0
1405,"CC-Aceleracion a 0.68 G's, Angulo a 90° con ""Atore""",qasn231010002g,Menor Que (25mm),24.07,Paso,657647,05849,Especificacion: ES-F7LB-63611B08-AA Prueba: Aceleracion Variante: F,Paso,2023-04-11,2023-04-11 12:11:00,QT23101002E,,25.0
